-10.00000   0.00000	0.00000   0.00000
-10.00000   0.00000	0.00000   0.00000
-10.00000   0.00000	0.00000   0.00000
-10.00000   0.00000	0.00000   0.00000
-10.00000   0.00000	0.00000   0.00000
-10.00000   0.00000	0.00000   0.00000
-10.00000   0.00000	0.00000   0.00000
-10.00000   0.00000	0.00000   0.00000
-10.00000   0.00000	0.00000   0.00000
-10.00000   0.00000	0.00000   0.00000
